 ,Time,Time.1,Place,Place.1,Place.2,Place.3,Place.4,Place.5,Place.6,Environment,Environment.1,Environment.2,Environment.3,Environment.4,Environment.5,Aircraft 1,Aircraft 1.1,Aircraft 1.2,Aircraft 1.3,Aircraft 1.4,Aircraft 1.5,Aircraft 1.6,Aircraft 1.7,Aircraft 1.8,Aircraft 1.9,Aircraft 1.10,Aircraft 1.11,Aircraft 1.12,Aircraft 1.13,Aircraft 1.14,Aircraft 1.15,Aircraft 1.16,Aircraft 1.17,Aircraft 1.18,Aircraft 1.19,Aircraft 1.20,Aircraft 1.21,Aircraft 1.22,Aircraft 1.23,Aircraft 1.24,Aircraft 1.25,Aircraft 1.26,Aircraft 1.27,Aircraft 1.28,Aircraft 1.29,Aircraft 1.30,Aircraft 1.31,Aircraft 1.32,Aircraft 1.33,Aircraft 1.34,Component,Component.1,Component.2,Component.3,Aircraft 2,Aircraft 2.1,Aircraft 2.2,Aircraft 2.3,Aircraft 2.4,Aircraft 2.5,Aircraft 2.6,Aircraft 2.7,Aircraft 2.8,Aircraft 2.9,Aircraft 2.10,Aircraft 2.11,Aircraft 2.12,Aircraft 2.13,Aircraft 2.14,Aircraft 2.15,Aircraft 2.16,Aircraft 2.17,Aircraft 2.18,Aircraft 2.19,Aircraft 2.20,Aircraft 2.21,Aircraft 2.22,Aircraft 2.23,Aircraft 2.24,Aircraft 2.25,Aircraft 2.26,Aircraft 2.27,Aircraft 2.28,Aircraft 2.29,Aircraft 2.30,Aircraft 2.31,Aircraft 2.32,Aircraft 2.33,Aircraft 2.34,Person 1,Person 1.1,Person 1.2,Person 1.3,Person 1.4,Person 1.5,Person 1.6,Person 1.7,Person 1.8,Person 1.9,Person 1.10,Person 2,Person 2.1,Person 2.2,Person 2.3,Person 2.4,Person 2.5,Person 2.6,Person 2.7,Person 2.8,Person 2.9,Person 2.10,Events,Events.1,Events.2,Events.3,Events.4,Events.5,Assessments,Assessments.1,Report 1.2
1857096,202111,0601-1200,ZZZ.TRACON,US,198,14,,2000,,VMC,10,,Daylight,25000,,TRACON ZZZ,FBO,Cessna 150,,2,Part 91,,Training,,Cruise,Other Enroute,,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Other Flight School,Pilot Flying; Instructor,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial; Other Advanced Ground Instructo,Flight Crew Last 90 Days 190; Flight Crew Total 960; Flight Crew Type 600,,,,,1857096,,,,,,,,,,,,Aircraft Equipment Problem Critical; Flight Deck / Cabin / Aircraft Event Other / Unknown,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed As Precaution,Aircraft,Aircraft,C150 flight Instructor reported engine malfunction inflight. Conducted precautionary off airport landing.
1858607,202111,1201-1800,ZZZ.ARTCC,US,,,,5700,,,10,,Daylight,CLR,,Center ZZZ,FBO,Cessna 150,,1,Part 91,VFR,,,Initial Climb,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Pilot Flying,Flight Crew Student,Flight Crew Total 86,,,,,1858607,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural MEL / CDL; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport; Flight Crew Landed As Precaution,Aircraft; Human Factors,Aircraft,Student pilot flying a C-150 aircraft reported alternator malfunction in flight.
1861669,202112,0601-1200,ZZZ.Airport,US,,,0,,,,,,,,,,FBO,Cessna 150,,1,Part 91,VFR,Training,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 50; Flight Crew Total 70; Flight Crew Type 60,,,,,1861669,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Taxi,Flight Crew Returned To Gate; Flight Crew Requested ATC Assistance / Clarification,Aircraft,Aircraft,C-150 Student pilot reported electrical failure during taxi for takeoff.
1869200,202201,1801-2400,ZZZ.Airport,US,,5,,3500,,VMC,10,,Night,,,Center ZZZ,Personal,Cessna 152,,2,Part 91,VFR,Personal,,Climb; Cruise,Visual Approach; Vectors,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel Storage System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Multiengine; Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 45; Flight Crew Type 45,,Situational Awareness; Communication Breakdown; Human-Machine Interface,Party1 Flight Crew; Party2 Flight Crew,,1869200,Aircraft X,Flight Deck,Personal,Pilot Not Flying,Flight Crew Commercial,Flight Crew Last 90 Days 30; Flight Crew Total 373; Flight Crew Type 12,,Workload; Situational Awareness; Communication Breakdown; Human-Machine Interface,,,1869226,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter Fuel Issue,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Overcame Equipment Problem; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Diverted; Flight Crew Landed As Precaution; General Flight Cancelled / Delayed,Aircraft; Procedure; Human Factors,Procedure,Flight crew reported partial engine power loss during cruise. The flight crew elected to divert and make a precautionary landing.
1878725,202202,0001-0600,ZZZ.Airport,US,,,,300,,VMC,10,,Daylight,,,,Personal,Cessna 152,,1,Part 91,VFR,Training,,Initial Climb,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Student,Flight Crew Last 90 Days 35; Flight Crew Total 55; Flight Crew Type 55,,,,,1878725,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Other Climb,Flight Crew Landed As Precaution; Flight Crew Returned To Departure Airport,Aircraft,Aircraft,C152 pilot reported an engine malfunction during takeoff climb resulting in a return to the departure airport.
1887164,202203,1801-2400,ZZZZZ,US,,2,,8500,,VMC,,,Night,,,,Personal,Cessna 152,,1,Part 91,,Personal,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Rudder Control System,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 57; Flight Crew Total 327; Flight Crew Type 257,,,,,1887164,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem,Aircraft,Aircraft,C152 pilot reported un-commanded yaw inflight caused by broken rudder spring.
1887171,202203,0601-1200,ZZZ.Airport,US,310,5,,4500,,VMC,,,Daylight,,,,FBO,Cessna 152,,2,Part 91,,Training,,Climb,,,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 11; Flight Crew Total 412; Flight Crew Type 27,,,,,1887171,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance,,,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,C152 flight instructor reported engine malfunction inflight. Returned to departure airport.
1888385,202203,0601-1200,ZZZ.Airport,US,,4.8,600,,,VMC,10,,Daylight,12000,,Tower ZZZ,FBO,Cessna 152,,1,Part 91,VFR,Training,,Descent,Direct,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Air/Ground Communication,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 83; Flight Crew Total 120; Flight Crew Type 120,,,,,1888385,,,,,,,,,,,,Aircraft Equipment Problem Critical; Airspace Violation All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Landing Without Clearance; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural FAR,,,Person Flight Crew,In-flight,General None Reported / Taken,Aircraft; Human Factors,Aircraft,C152 pilot reported radio malfunction during final approach.
1898568,202205,0601-1200,ZZZ.Airport,US,,4,,2500,,VMC,10,,Daylight,,,Tower ZZZ,FBO,Cessna 150,,2,Part 91,,Training,,Cruise,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine Exhaust System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 125; Flight Crew Total 780; Flight Crew Type 200,,Troubleshooting,,,1898568,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Landed in Emergency Condition; Flight Crew Took Evasive Action; General Maintenance Action,Aircraft,Aircraft,Flight Instructor reported a burning smell accompanied by heat and smoke in the cockpit during cruise. Flight crew landed immediately and a maintenance inspection found the aircraft exhaust system was malfunctioning and melting components.
1899861,202205,0601-1200,ZZZ.Airport,US,,10,,3000,,VMC,10,,Daylight,,,,Personal,Cessna 152,,2,Other Part 141,,Training,,Climb,Direct,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Not Flying,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 70; Flight Crew Total 380,,Troubleshooting; Communication Breakdown,Party1 Flight Crew; Party2 ATC,,1899861,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Took Evasive Action; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft; Human Factors,Aircraft,C172 Instructor Pilot reported the alternator drive belt failed in flight; causing the loss of electrical power. They ran the appropriate check list and performed an air turn back and precautionary landing.
1900425,202205,0601-1200,ZZZ.TRACON,US,090,10,,3000,,VMC,,,Daylight,,,TRACON ZZZ,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Initial Climb,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 10; Flight Crew Total 600; Flight Crew Type 20,,Confusion; Troubleshooting,,,1900425,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed As Precaution; Flight Crew Returned To Departure Airport; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,Pilot reported experiencing engine roughness during climb; diverted; and landed back at the departure airport.
1901423,202205,1201-1800,ZZZ.Tower,US,,,700,,,VMC,,,Daylight,,,Tower ZZZ,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Landing,Visual Approach,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel System,,X,Failed; Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 18; Flight Crew Total 987; Flight Crew Type 18,,Distraction; Human-Machine Interface,,,1901423,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Fuel Issue; Inflight Event / Encounter Fuel Issue,,,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition,Aircraft; Environment - Non Weather Related; Human Factors,Aircraft,C150 Pilot reported fuel exhaustion while entering the pattern at the destination airport.
1901439,202205,0601-1200,ZZZ.Airport,US,,,1200,,,VMC,,,Daylight,,,CTAF ZZZ,Personal,Cessna 150,,1,Part 91,VFR,,,Descent,Direct,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 4; Flight Crew Total 500; Flight Crew Type 250,,Situational Awareness; Troubleshooting; Distraction; Human-Machine Interface,,,1901439,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,Pilot reported a loss of engine power in flight and an immediate landing after an insect had clogged a vent line.
1907901,202206,0601-1200,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,,,CTAF ZZZ,FBO,Cessna 152,,2,Part 91,VFR,Training,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Not Flying,Flight Crew Flight Instructor; Flight Crew Flight Engineer; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 30; Flight Crew Total 6500; Flight Crew Type 200,,Time Pressure; Distraction,,,1907901,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Person Flight Crew,Other Post Flight,General Maintenance Action,Company Policy; Human Factors; Manuals; Procedure; Aircraft,Human Factors,Flight Instructor flying C-152 aircraft discovered aircraft to be in un-airworthy condition during post flight review.
1910988,202206,1201-1800,ZZZ.Airport,US,,,,2600,,VMC,10,,Daylight,10000,,Tower ZZZ,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Cruise,Visual Approach,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Circuit Breaker / Fuse / Thermocouple,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 10; Flight Crew Total 130; Flight Crew Type 8,,Time Pressure,,,1910988,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport; Flight Crew Took Evasive Action; General Flight Cancelled / Delayed,Aircraft; Procedure,Aircraft,Cessna 150 pilot reported loss of all AC power after take-off. The pilot performed an immediate air turn back and made a precautionary landing at departure airport.
1911934,202206,1801-2400,ZZZ.Airport,US,,2,900,,,VMC,10,,Daylight,99999,,Tower ZZZ,Personal,Cessna 150,,,Part 91,,Training,,Initial Approach,Visual Approach,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Not Flying,Air Traffic Control Fully Certified; Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Air Traffic Control Non Radar 14; Air Traffic Control Supervisory 5; Flight Crew Last 90 Days 48; Flight Crew Total 1762; Flight Crew Type 14,,Communication Breakdown; Human-Machine Interface; Situational Awareness,Party1 Flight Crew; Party2 Flight Crew,,1911934,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue,,N,Person Flight Crew,In-flight,Flight Crew Took Evasive Action; General Maintenance Action; General Flight Cancelled / Delayed,Aircraft; Human Factors; Procedure,Procedure,C150 instructor pilot reported fuel starvation resulted in engine shut down and an off airport landing.
1913034,202206,0001-0600,ZZZZ.TRACON,FO,180,14,,3500,,VMC,,,Daylight,,,Center ZZZZ,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Cruise,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 30; Flight Crew Total 167; Flight Crew Type 90,,Distraction; Time Pressure; Troubleshooting,,,1913034,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Overcame Equipment Problem; Flight Crew Requested ATC Assistance / Clarification,Aircraft,Aircraft,Pilot reported a rough running engine and a diversion to the nearest airport where it was determined the engine had a stuck exhaust valve.
1927490,202208,1201-1800,ZZZ.Airport,US,030,10,,1500,,VMC,10,,Daylight,2500,,Tower ZZZ,Personal,Cessna 152,,1,Part 91,,Personal,,Cruise,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Electrical Power,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial,Flight Crew Last 90 Days 8; Flight Crew Total 1000; Flight Crew Type 800,,,,,1927490,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Departure Airport; Flight Crew Overcame Equipment Problem,Aircraft,Aircraft,C152 pilot reported electrical issues during departure at 1;500 feet resulting in a return to the departure airport.
1930069,202208,0601-1200,ZZZ.Airport,US,,0,0,,,VMC,10,,,12000,,Tower ZZZ,FBO,Cessna 150,,2,Part 91,,Training,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Brake System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Not Flying,Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 60; Flight Crew Total 380; Flight Crew Type 50,,,,,1930069,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,Taxi,Flight Crew Regained Aircraft Control,Aircraft,Aircraft,Cessna 150 flight instructor reported loss of directional control while taxiing when the right side brakes failed to respond when needed.
1935080,202209,0601-1200,ZZZ.Airport,US,340,2,,3000,,VMC,10,,Daylight,5000,,TRACON ZZZ,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,Vectors,,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Commercial,Flight Crew Last 90 Days 0; Flight Crew Total 403; Flight Crew Type 250,,,,,1935080,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification,Aircraft,Aircraft,Cessna 150 pilot reported landing safely after noting decreasing oil pressure during the flight.
1935808,202209,1201-1800,ZZZ.Airport,US,,,100,,,VMC,10,,Daylight,4100,,Tower ZZZ,FBO,Cessna 152,,1,Part 91,,Training,,Takeoff / Launch,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 164; Flight Crew Total 1050; Flight Crew Type 395,,Situational Awareness; Distraction; Confusion; Time Pressure; Workload; Troubleshooting,,,1935808,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Ground Strike - Aircraft; Ground Excursion Runway,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Diverted; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Took Evasive Action; General Evacuated,Aircraft,Aircraft,Flight Instructor with trainee lost power in their C152 shortly after takeoff. The instructor managed to land in a nearby field. No injuries or aircraft damage.
1937766,202209,0601-1200,ZZZ.ARTCC,US,,,,7500,,VMC,10,,Daylight,25000,,,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 25; Flight Crew Total 320; Flight Crew Type 216,,Human-Machine Interface; Troubleshooting,,,1937766,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Inflight Shutdown; Flight Crew Landed in Emergency Condition; Flight Crew Overcame Equipment Problem,Human Factors; Aircraft; Weather,Aircraft,C-150 pilot reported engine failure in flight and diverted to a safe landing.
1940922,202210,1201-1800,ZZZ.Airport,US,,4,,2700,,VMC,Clear VFR; 8,,,CLR,,Tower ZZZ,Personal,Cessna 152,,2,Part 91,VFR,Training,,Cruise,,,,,,,,,,,,,,,,,,,,,,,,,,Cylinder,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor,Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 238; Flight Crew Total 1126; Flight Crew Type 502,,Situational Awareness; Time Pressure; Troubleshooting,,,1940922,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance,,,Person Flight Crew,In-flight,Flight Crew Landed As Precaution; Flight Crew Diverted; Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport,Aircraft,Aircraft,C-152 Flight Instructor with student on training flight reported engine malfunction inflight.
