 ,Time,Time.1,Place,Place.1,Place.2,Place.3,Place.4,Place.5,Place.6,Environment,Environment.1,Environment.2,Environment.3,Environment.4,Environment.5,Aircraft 1,Aircraft 1.1,Aircraft 1.2,Aircraft 1.3,Aircraft 1.4,Aircraft 1.5,Aircraft 1.6,Aircraft 1.7,Aircraft 1.8,Aircraft 1.9,Aircraft 1.10,Aircraft 1.11,Aircraft 1.12,Aircraft 1.13,Aircraft 1.14,Aircraft 1.15,Aircraft 1.16,Aircraft 1.17,Aircraft 1.18,Aircraft 1.19,Aircraft 1.20,Aircraft 1.21,Aircraft 1.22,Aircraft 1.23,Aircraft 1.24,Aircraft 1.25,Aircraft 1.26,Aircraft 1.27,Aircraft 1.28,Aircraft 1.29,Aircraft 1.30,Aircraft 1.31,Aircraft 1.32,Aircraft 1.33,Aircraft 1.34,Component,Component.1,Component.2,Component.3,Aircraft 2,Aircraft 2.1,Aircraft 2.2,Aircraft 2.3,Aircraft 2.4,Aircraft 2.5,Aircraft 2.6,Aircraft 2.7,Aircraft 2.8,Aircraft 2.9,Aircraft 2.10,Aircraft 2.11,Aircraft 2.12,Aircraft 2.13,Aircraft 2.14,Aircraft 2.15,Aircraft 2.16,Aircraft 2.17,Aircraft 2.18,Aircraft 2.19,Aircraft 2.20,Aircraft 2.21,Aircraft 2.22,Aircraft 2.23,Aircraft 2.24,Aircraft 2.25,Aircraft 2.26,Aircraft 2.27,Aircraft 2.28,Aircraft 2.29,Aircraft 2.30,Aircraft 2.31,Aircraft 2.32,Aircraft 2.33,Aircraft 2.34,Person 1,Person 1.1,Person 1.2,Person 1.3,Person 1.4,Person 1.5,Person 1.6,Person 1.7,Person 1.8,Person 1.9,Person 1.10,Person 2,Person 2.1,Person 2.2,Person 2.3,Person 2.4,Person 2.5,Person 2.6,Person 2.7,Person 2.8,Person 2.9,Person 2.10,Events,Events.1,Events.2,Events.3,Events.4,Events.5,Assessments,Assessments.1,Report 1.2
1853202,202111,1201-1800,ZZZ.ARTCC,US,001,12,,6500,,VMC,VFR; 50,,Dusk,,,,Personal,Cessna 150,,1,Part 91,,Personal,,Cruise,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 120; Flight Crew Total 1050; Flight Crew Type 250,,Situational Awareness; Troubleshooting,,,1853202,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed As Precaution,Aircraft; Weather,Aircraft,Pilot flying C-150 aircraft reported loss of engine power in cruise. The pilot applied carburetor heat but the engine eventually lost more power. Pilot diverted and made a precautionary landing.
1854841,202110,1201-1800,ZZZ.Tower,US,,.2,,800,,VMC,10,,Daylight,12000,,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Landing,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,VHF,,Y,Improperly Operated,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,2,Part 121,VFR,Training,,Landing,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Instructor; Pilot Not Flying,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 211; Flight Crew Total 1040; Flight Crew Type 552,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 ATC,,1854841,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Conflict NMAC; Deviation / Discrepancy - Procedural Published Material / Policy,Horizontal .2; Vertical 300,N,Person Air Traffic Control,In-flight,Flight Crew Took Evasive Action,Human Factors; Procedure; Aircraft,Procedure,C172 pilot reported an NMAC after an aircraft turned the wrong way during a go-around and verbalized a lengthy radio call; preventing ATC from warning of traffic conflict.
1855124,202111,0601-1200,ZZZ.Tower,US,304,,260,,,VMC,10,,Daylight,,,,,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Initial Climb,,,,,,,,,,,,,,,,,,,,,,,,,,Magneto/Distributor,,X,Failed,,,Skyhawk 172/Cutlass 172,,1,Part 91,,Training,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 143; Flight Crew Total 1215; Flight Crew Type 930,,,,,1855124,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport; General Maintenance Action,Aircraft,Aircraft,Flight Instructor reported engine failure shortly after takeoff. Aircraft returned to field and landed without incident.
1857096,202111,0601-1200,ZZZ.TRACON,US,198,14,,2000,,VMC,10,,Daylight,25000,,TRACON ZZZ,FBO,Cessna 150,,2,Part 91,,Training,,Cruise,Other Enroute,,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Other Flight School,Pilot Flying; Instructor,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial; Other Advanced Ground Instructo,Flight Crew Last 90 Days 190; Flight Crew Total 960; Flight Crew Type 600,,,,,1857096,,,,,,,,,,,,Aircraft Equipment Problem Critical; Flight Deck / Cabin / Aircraft Event Other / Unknown,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed As Precaution,Aircraft,Aircraft,C150 flight Instructor reported engine malfunction inflight. Conducted precautionary off airport landing.
1858607,202111,1201-1800,ZZZ.ARTCC,US,,,,5700,,,10,,Daylight,CLR,,Center ZZZ,FBO,Cessna 150,,1,Part 91,VFR,,,Initial Climb,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,FBO,Pilot Flying,Flight Crew Student,Flight Crew Total 86,,,,,1858607,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural MEL / CDL; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR,,,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport; Flight Crew Landed As Precaution,Aircraft; Human Factors,Aircraft,Student pilot flying a C-150 aircraft reported alternator malfunction in flight.
1861622,202111,1201-1800,ZZZ.Airport,US,,1,,1200,,VMC,10,,Night,25000,,Tower ZZZ,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Personal,,Initial Approach,Visual Approach,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Landing Light,,X,Failed,Tower ZZZ,,Any Unknown or Unlisted Aircraft Manufacturer,,1,,,,,Final Approach; Initial Approach,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying; Single Pilot,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 5; Flight Crew Total 4690; Flight Crew Type 286,,Time Pressure; Communication Breakdown; Situational Awareness; Distraction; Other / Unknown,Party1 Flight Crew; Party2 ATC,,1861622,,,,,,,,,,,,ATC Issue All Types; Aircraft Equipment Problem Less Severe; Conflict NMAC,Horizontal 0; Vertical 150,N,Person Flight Crew,In-flight,Flight Crew Requested ATC Assistance / Clarification,Aircraft; Environment - Non Weather Related; Human Factors,Ambiguous,GA pilot reported a NMAC while in the traffic pattern and preparing to land.
1861669,202112,0601-1200,ZZZ.Airport,US,,,0,,,,,,,,,,FBO,Cessna 150,,1,Part 91,VFR,Training,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 50; Flight Crew Total 70; Flight Crew Type 60,,,,,1861669,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Taxi,Flight Crew Returned To Gate; Flight Crew Requested ATC Assistance / Clarification,Aircraft,Aircraft,C-150 Student pilot reported electrical failure during taxi for takeoff.
1862317,202112,1201-1800,ZZZ.Airport,US,,10,1600,,,IMC,Cloudy; 10,,Night,600,,TRACON ZZZ,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,IFR,Training,,Initial Approach,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 200; Flight Crew Total 975; Flight Crew Type 880,,Troubleshooting,,,1862317,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Weather / Turbulence,,,Automation Air Traffic Control; Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; General Maintenance Action,Aircraft,Aircraft,C172 Flight Instructor reported engine roughness while IFR with malfunctioning transponder; resulted in a divert to a VFR airport.
1863245,202112,0601-1200,ZZZ.Airport,US,005,5,800,,,Mixed,Fog; 8,,,800,,UNICOM ZZZ,Corporate,Skylane 182/RG Turbo Skylane/RG,,1,Part 91,,,,Cruise,Direct,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Captain,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 107; Flight Crew Total 28000; Flight Crew Type 300,,Time Pressure,,,1863245,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Flight Crew Landed As Precaution,Aircraft,Aircraft,C182 pilot reported an alternator failure and landed the aircraft in IMC weather.
1863268,202112,0601-1200,ZZZ.Airport,US,13,1,0,,,,,,Daylight,,,CTAF ZZZ; TRACON ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Personal,,Landing,Visual Approach,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Communication Systems,,X,Failed; Improperly Operated,CTAF ZZZ,,Any Unknown or Unlisted Aircraft Manufacturer,,,,,,,Landing,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Student,Flight Crew Last 90 Days 18; Flight Crew Total 85; Flight Crew Type 85,,Communication Breakdown,Party1 Flight Crew; Party2 Flight Crew,,1863268,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Conflict NMAC,Vertical 20,,Person Flight Crew,Taxi,General None Reported / Taken,Environment - Non Weather Related; Human Factors; Procedure; Aircraft,Human Factors,C172 pilot reported an NMAC due communication issues with the aircraft.
1863905,202112,1201-1800,ZZZ.Airport,US,,,500,,,,10,,,3000,,UNICOM ZZZ,Personal,Skyhawk 172/Cutlass 172,,2,Part 91,VFR,Training,,Takeoff / Launch,Visual Approach,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Air/Ground Communication,,X,Failed,UNICOM ZZZ,,Any Unknown or Unlisted Aircraft Manufacturer,,,,,,,Landing,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Not Flying; Instructor,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 250; Flight Crew Total 1500; Flight Crew Type 1300,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Flight Crew,,1863905,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Published Material / Policy,Horizontal 500; Vertical 500,,Person Flight Crew,In-flight,,Aircraft,Aircraft,C172 flight instructor reported that during on takeoff another aircraft landed on crossing runway resulted in a ground conflict. Instructor determined their radio had failed.
1864145,202112,1201-1800,ZZZ.Airport,US,,,,,,Marginal,Rain; 6,,Daylight,2000,,Tower ZZZ,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Landing,Visual Approach,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Carburetor,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Pilot Not Flying; Instructor,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 82; Flight Crew Total 463; Flight Crew Type 432,,Communication Breakdown; Human-Machine Interface; Situational Awareness; Troubleshooting; Workload,Party1 Flight Crew; Party2 Flight Crew,,1864145,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Gate; General Maintenance Action,Aircraft; Weather; Procedure; Human Factors,Procedure,C172 flight instructor reported overlooking the position of the carburetor heat control; allowing the engine to fail on approach to landing due to fuel starvation.
1864165,202112,1201-1800,ZZZ.Airport,US,,,0,,,VMC,Haze / Smoke; 10,,Daylight,3000,,Ground ZZZ,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,,Training,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Rudder Control System,,X,Failed; Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying; Instructor,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 50; Flight Crew Total 3000; Flight Crew Type 2000,,Troubleshooting,,,1864165,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,Taxi,Air Traffic Control Provided Assistance; Flight Crew Regained Aircraft Control; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Gate; Flight Crew Overcame Equipment Problem,Aircraft; Human Factors,Aircraft,C172 pilot reported the aircraft continued to turn off center line while taxiing to the active runway.
1864182,202112,1201-1800,ZZZ.Airport,US,,,0,,,VMC,Haze / Smoke,,Daylight,,,Ground ZZZ,FBO,Skyhawk 172/Cutlass 172,,2,Part 91,,Training,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 15; Flight Crew Total 110; Flight Crew Type 100,,Troubleshooting,,,1864182,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,Taxi,Aircraft Aircraft Damaged; Flight Crew Returned To Gate; General Evacuated; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,C172 student pilot reported a low voltage annunciation while performing engine run-up with an acrid odor present and along with the flight instructor.  They elected to shut down the aircraft and evacuate to investigate further.
1867703,202201,1201-1800,ZZZ.Airport,US,,,,5500,,IMC,,,Night,,,TRACON ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,IFR,Personal,,Cruise,Direct,Class C ZZZ1; Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Electrical Power,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Captain; Pilot Flying; Single Pilot,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 100; Flight Crew Total 413; Flight Crew Type 100,,Time Pressure; Communication Breakdown; Troubleshooting; Human-Machine Interface,Party1 Flight Crew; Party2 ATC,,1867703,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter Weather / Turbulence,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; General Maintenance Action,Aircraft,Aircraft,C172 pilot reported electrical failure in IMC resulted in utilizing cell phone to safely land.
1868603,202201,1201-1800,ZZZ.Airport,US,,,,5600,,VMC,10,,Daylight,12000,,Tower ZZZ,Personal,Skyhawk 172/Cutlass 172,,1,Part 91,IFR,Personal,,Cruise,Visual Approach,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Electrical Distribution,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 10; Flight Crew Total 140; Flight Crew Type 60,,Troubleshooting,,,1868603,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport; General Maintenance Action; General Flight Cancelled / Delayed,Aircraft; Human Factors; Procedure,Aircraft,C172 pilot reported complete loss of avionics power. The pilot elected to perform an air turn back and precautionary landing at departure airport.
1868636,202201,1801-2400,ZZZ.Airport,US,130,20,,9000,,VMC,,,Night,,,TRACON ZZZ,Corporate,Skyhawk 172/Cutlass 172,,2,Part 91,IFR,Training,,Cruise; Climb,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Cylinder,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Pilot Flying,Flight Crew Multiengine; Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Instrument,Flight Crew Total 650,,Troubleshooting,,,1868636,Aircraft X,Flight Deck,Corporate,Pilot Not Flying,Flight Crew Commercial; Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor,Flight Crew Last 90 Days 83; Flight Crew Total 1580; Flight Crew Type 700,,Troubleshooting,,,1869223,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Took Evasive Action; Flight Crew Returned To Departure Airport; Flight Crew Requested ATC Assistance / Clarification; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,C172 pilots reported excessive cylinder head temperature resulted in an air turn back.
1869200,202201,1801-2400,ZZZ.Airport,US,,5,,3500,,VMC,10,,Night,,,Center ZZZ,Personal,Cessna 152,,2,Part 91,VFR,Personal,,Climb; Cruise,Visual Approach; Vectors,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel Storage System,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Multiengine; Flight Crew Flight Instructor; Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 45; Flight Crew Type 45,,Situational Awareness; Communication Breakdown; Human-Machine Interface,Party1 Flight Crew; Party2 Flight Crew,,1869200,Aircraft X,Flight Deck,Personal,Pilot Not Flying,Flight Crew Commercial,Flight Crew Last 90 Days 30; Flight Crew Total 373; Flight Crew Type 12,,Workload; Situational Awareness; Communication Breakdown; Human-Machine Interface,,,1869226,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter Fuel Issue,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Overcame Equipment Problem; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Diverted; Flight Crew Landed As Precaution; General Flight Cancelled / Delayed,Aircraft; Procedure; Human Factors,Procedure,Flight crew reported partial engine power loss during cruise. The flight crew elected to divert and make a precautionary landing.
1869214,202201,0001-0600,ZZZ.Airport,US,355,17,,4500,,VMC,10,,Daylight,,,TRACON ZZZ,Personal,Skyhawk 172/Cutlass 172,,2,Part 91,VFR,Personal,,Descent,Direct,Class E ZZZ,N,Y,Y,Y,,,,,,,,,,,,,,,,,,,,Carburetor,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 155; Flight Crew Total 560; Flight Crew Type 425,,Troubleshooting,,,1869214,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed in Emergency Condition; Flight Crew Diverted; Flight Crew Inflight Shutdown; General Flight Cancelled / Delayed; General Maintenance Action,Procedure; Aircraft,Aircraft,Pilot reported engine failure during cruise and diverted to a safe landing. Post flight it was found that a bolt connecting the mixture cable to the carburetor had failed.
1873281,202201,0601-1200,ZZZ.Airport,US,,,,2300,,VMC,,,Daylight,,,Tower ZZZ,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Personal,,Initial Climb,,,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 14; Flight Crew Total 1308; Flight Crew Type 281,,,,,1873281,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; General Maintenance Action,Aircraft,Aircraft,Cessna 172 pilot reported landing safely after experiencing loss of power related to water in the fuel.
1873300,202201,0601-1200,ZZZ.Airport,US,,,0,,,VMC,10,,Daylight,,,,FBO,Skyhawk 172/Cutlass 172,,1,Part 91,VFR,Training,,Takeoff / Launch,Other Landing pattern training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Flying; Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 34.9; Flight Crew Total 37.5; Flight Crew Type 37.5,,Troubleshooting; Human-Machine Interface; Workload,,,1873300,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Object; Ground Excursion Runway,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Took Evasive Action,Aircraft; Human Factors,Ambiguous,GA student pilot reported a runway excursion just prior rotation on takeoff. Pilot regained directional control on adjacent taxiway and was cleared to taxi to hangar where a mechanic noted cosmetic damage to left gear. No determination of why the aircraft suddenly veered left.
